tickers,cours,total_tests,ecart_BB_w,position_prix_BB_w,position_prix_BB_d,position_prix_BB_h4,ZL_MACD_hist,Tests_MM_w,Tests_MM_d,Tests_MM_h4,Tests_RSI,combo_rsi,Tests_CCI,combo_cci,CHOP_w,combo_chop,Hammer_1w,Hammer_1d,Tests_VOL,VOL_var_1d,VOL_var_7d,VOL_var_14d
FIS,0.148,7.0,6.834210960493077,0.16189973683952188,0.03681069943416675,0.3930711613028449,101.0,0.0,0.0,1.0,100.0,,101.0,,26.960792121310714,,35.0,0.0,2.0,-0.10819022133820166,-0.1330661037038487,-0.16168183819255735
FLM,0.0286,1.0,9.189799312737811,0.19921415720280497,-0.00595827535855009,0.056908993671585674,100.0,0.0,0.0,0.0,100.0,,101.0,,35.79166014841637,,35.0,56.0,2.0,0.8069365815016171,-0.17422425862820895,-0.4743660168090625
FLOKI,5.86e-05,7.0,177.61834813812595,0.21335483390141602,0.2129115908241105,0.4661794393066239,101.0,0.0,10.0,1.0,0.0,,1.0,,34.47646363182984,,35.0,13.0,1.0,-0.07945108206290974,0.17280067841372299,-0.26981519356210487
FLOW,0.38,6.0,4.945994438042025,0.2095271108223095,0.0782719967002579,0.4250748876871659,101.0,100.0,0.0,1.0,100.0,,101.0,,40.01628393587316,,35.0,13.0,2.0,-0.1557542240886103,0.021934036068556553,-0.48000478453732764
FLUX,0.2412,7.0,6.854275247776003,0.16841327701812714,0.1130247582312642,0.34546567809666867,101.0,0.0,10.0,1.0,0.0,,101.0,,38.00818731656123,,35.0,56.0,1.0,-0.4094003358933276,0.7876361852278797,-0.024710477680242107
FOR,0.00306,0.0,4.551189760050721,-0.3343524815461812,0.15558921948445664,-0.17886514838945033,10.0,0.0,0.0,0.0,0.0,oversold,0.0,oversold,44.60063914859449,,378.0,336.0,3.0,0.9155144700579315,-0.41977978385628284,0.6625122239260449
FORTH,2.395,5.0,2.671624260839278,0.14470247472407477,-0.008601400820836576,0.22478483427127252,101.0,100.0,0.0,0.0,100.0,,100.0,,45.42198553560524,,35.0,27.0,1.0,0.46400714996931663,-0.3424988028946888,0.07820668595846933
FRONT,0.88,14.0,2.047062407996411,0.41711518106418344,0.8770293486223395,0.8220477157325645,101.0,101.0,11.0,101.0,1.0,,1.0,,39.94780548026459,,364.0,229.0,2.0,0.2504952197048349,2.1923364156455665,1.6890324947468396
FTM,0.6994,7.0,3.3135494003797255,0.4018618334540274,0.2782182774479793,0.534502130583638,10.0,110.0,1.0,10.0,110.0,,110.0,,53.104975466376494,,112.0,82.0,1.0,-0.3734409062401908,-0.24091848678938763,-0.25720110825298814
FTT,1.12,4.0,5.003717650429853,0.16331308877464445,0.15344108335108642,0.2881714522318878,100.0,100.0,0.0,0.0,100.0,,100.0,,38.02382717347787,,903.0,-1.0,1.0,-0.7045711791887508,0.16714985260910697,-0.0778262309271925
FUN,0.004287,8.0,3.3352549308771997,0.5885673191251434,0.928850344502609,0.45250283834557337,110.0,1.0,11.0,110.0,101.0,,101.0,,36.57755701145505,,-1.0,8.0,1.0,-0.14239200407623093,2.7839346796515834,1.2915787781058805
FXS,1.951,11.0,4.264550984817572,0.3145582957883474,0.4675742565273774,0.3130471697158814,101.0,1.0,110.0,1.0,101.0,,101.0,,30.47902816735234,,35.0,31.0,1.0,-0.04738868424308425,-0.5576918929498088,-0.3233846542584365
GAL,2.542,16.0,2.503218999334227,0.2422377472191299,0.939027430958468,1.0008646676873925,111.0,101.0,11.0,111.0,101.0,,1.0,,39.85988340953601,,644.0,398.0,2.0,0.927750748752298,0.8979228762970415,2.182194436653813
GALA,0.01534,7.0,10.316213262247024,0.20815655993292367,0.06711827986211516,0.38613716034986795,101.0,100.0,0.0,1.0,100.0,,100.0,,41.256618305272376,,35.0,13.0,1.0,-0.4004796508223602,0.18895812319694338,-0.3968702623312247
GAS,2.37,3.0,2.6864253168654026,0.10658691453652103,-0.06646193995517616,0.02559472316125531,100.0,100.0,0.0,0.0,100.0,,100.0,oversold,34.521990393934736,,378.0,34.0,2.0,0.37559369831166833,0.014442443977997562,0.10021235637256591
GBP,1.18,3.0,0.08063467160015605,0.030630138574137385,-0.012196125170727306,-0.007791466225049541,0.0,10.0,0.0,0.0,10.0,,10.0,oversold,55.14420684521482,,819.0,510.0,3.0,-0.011046525726487299,0.6056275671241498,0.13445750597606956
GFT,0.00196,1.0,3.1979765064119294,-0.7125434808259302,-0.330127042975623,-0.05107786913261502,0.0,0.0,0.0,0.0,0.0,,0.0,oversold,30.021913195664844,,-1.0,194.0,2.0,0.4025341334613344,30.082996951418203,14.92512876857258
GHST,0.615,12.0,7.1279721695354645,0.34464379857409494,0.9777098023426576,0.7310312055741696,111.0,1.0,11.0,111.0,1.0,,101.0,,34.7880707214264,,35.0,13.0,1.0,-0.10645033745495117,2.060621920291362,0.9315158590166228
GLM,0.2578,5.0,1.5711903334804291,0.19612675557174142,0.028196764342356125,0.44989337973741006,1.0,0.0,0.0,1.0,100.0,,100.0,,58.993953920958376,,-1.0,56.0,1.0,0.22244520602735163,-0.35097277764164825,-0.497835260377661
GLMR,0.0732,3.0,202.55226905804125,0.19409045520867693,-0.010320223327962057,0.2554788804617779,101.0,0.0,0.0,0.0,100.0,,101.0,,29.245542497920653,,35.0,31.0,0.0,-0.5724280522527692,0.06358294047598538,-0.0778996032525607
GMT,0.0474,7.0,15.458164849934606,0.246117337528372,0.21206577707281932,0.34372725502393914,101.0,0.0,10.0,1.0,100.0,,101.0,,26.660551768278655,,378.0,56.0,1.0,0.08985013323864376,-0.3687958006857748,-0.2524094417290957
GMX,12.04,7.0,5.271915100099707,0.16458938639194978,0.0024661266221106394,0.33021014385054914,101.0,0.0,0.0,1.0,100.0,,101.0,,47.56544870686121,,35.0,31.0,0.0,0.14172732401330915,0.2828069723231728,-0.3317260206707577
GNO,119.1,5.0,3.3046907270550903,0.15578616695649888,0.10775616033042193,0.32501783093655556,101.0,0.0,0.0,0.0,0.0,,101.0,,39.84572419336596,,364.0,31.0,2.0,0.0917173930630513,0.1332368485256774,-0.3348358320423475
GNS,1.339,3.0,1.932081347354071,0.2499721572991011,-0.007828651112735696,0.26243764105260853,1.0,0.0,0.0,0.0,100.0,,100.0,,54.740839189856345,,35.0,31.0,1.0,-0.18587950376260778,-0.10728776796578468,-0.30382490821829283
GRT,0.088,7.0,9.192239262996477,0.19496843682110856,0.13860299075786534,0.31580689847849114,101.0,0.0,10.0,1.0,100.0,,101.0,,37.565455903817416,,35.0,27.0,0.0,-0.4767812430184162,-0.14093280815017584,-0.3742198852491086
GTC,0.307,5.0,31.608302982647512,0.22679165593261996,0.04742357936012367,0.2912029398420267,100.0,0.0,0.0,1.0,100.0,,101.0,,39.50662641449023,,35.0,31.0,1.0,-0.19635790405296383,-0.25978091587463414,-0.22426738488593337
HARD,0.1555,10.0,0.8744966301401113,0.6047863686084575,0.22616044660550672,0.2125416762254564,101.0,111.0,110.0,0.0,111.0,,111.0,,59.899124806013255,,434.0,6.0,2.0,-0.7041290404821934,-0.39590590132560227,-0.6008754516941518
HBAR,0.16367,5.0,1.7556770779304145,0.15279484288446604,-0.0254001662751793,0.26966237792005976,1.0,100.0,0.0,1.0,100.0,,100.0,,49.774366617883445,,434.0,0.0,2.0,-0.46714164798913804,-0.18032167920071884,-0.5840261942025248
HFT,0.0618,1.0,305.27200054320934,0.19540054898568146,0.04220310965199851,0.16265171424890476,100.0,0.0,0.0,0.0,100.0,,101.0,,34.25009866377,,35.0,31.0,2.0,-0.2196336844947978,-0.17224221596657316,0.3073627549734085
HIFI,0.233,5.0,3.4351042864219936,0.08120985107352119,-0.0509313690836416,0.29931030895921634,1.0,0.0,0.0,0.0,100.0,,100.0,,40.56036040266887,,35.0,31.0,2.0,-0.5468679357765123,-0.20071410150018176,1.8790339188367964
HIGH,0.534,2.0,11.48387630381473,0.17429200336223943,-0.016854797497191217,0.16602200980437534,100.0,0.0,0.0,0.0,0.0,,1.0,oversold,37.509043405977,,616.0,13.0,2.0,0.02541646931501858,-0.1644712010118308,-0.19671553590461546
HIVE,0.2339,9.0,2.490637114617992,0.21870719018555598,0.15732678973754496,0.28499139838886534,1.0,100.0,10.0,1.0,100.0,,100.0,,44.83000195428994,,378.0,31.0,0.0,-0.5986942003603053,3.0394645462842247,1.3738519306391135
HOOK,0.1295,6.0,25.274764173193486,0.22716098069284826,0.09027137894516489,0.32532849001150177,101.0,0.0,0.0,1.0,100.0,,101.0,,33.13547633523295,,35.0,13.0,0.0,-0.28292126134271445,-0.013276850260196817,-0.05535924986773389
HOT,0.001022,7.0,8.015042383288797,0.1921727012896461,0.034441134678376624,0.3514464795274401,101.0,100.0,0.0,1.0,100.0,,101.0,,38.64952757884896,,35.0,56.0,0.0,-0.48274278956362443,0.32258439245403747,-0.33458389274666656
ICP,5.31,6.0,3.6678526723337153,0.19248221726289524,0.11875071727032223,0.39042439293663556,101.0,0.0,0.0,1.0,100.0,,101.0,,39.93514560051784,,35.0,13.0,1.0,-0.011447449062968202,-0.09510465539579512,-0.29002089573877804
ICX,0.0938,7.0,3.9525106674387143,0.1951985791817753,0.09459323606298971,0.5088528913770354,101.0,0.0,0.0,1.0,100.0,,101.0,,26.65463872570506,,28.0,13.0,2.0,-0.18326317519401852,0.1638239173645829,-0.30246879652658126
ID,0.2114,6.0,4.784849149436901,0.193640290859929,0.05384599118956551,0.3955530792253692,101.0,0.0,0.0,1.0,0.0,,101.0,,44.31181967434682,,35.0,16.0,1.0,-0.5362197890547153,-0.6123611679569563,-0.45140650218456463
IDEX,0.02558,7.0,8.351866557543957,0.2153746449190585,-0.012409789819882264,0.36520511533963734,101.0,100.0,0.0,1.0,100.0,,100.0,,31.018040067427673,,336.0,31.0,2.0,-0.21016803101136414,0.33568220993744574,-0.42356421733035
ILV,13.06,4.0,28.38581761422961,0.22537408960013863,0.10202624782807393,0.23675130172880426,101.0,0.0,0.0,0.0,0.0,,101.0,,33.47757409569651,,-1.0,13.0,1.0,-0.20124167510210636,0.1297803053398167,0.19895018773203013
IMX,0.526,4.0,23.001846951035727,0.21650681886021605,0.2346977968217376,0.21750923089790725,101.0,0.0,10.0,0.0,0.0,,101.0,,37.545748029720556,,378.0,27.0,1.0,-0.06671524443415887,0.7911697608617653,0.45713757273313926
INJ,8.77,8.0,8.401405839911742,0.17409445164932152,0.07456672367965478,0.43632080374313686,101.0,0.0,0.0,1.0,0.0,,101.0,,43.06457961554627,,364.0,31.0,0.0,-0.012138166596383523,0.14191218869316632,-0.4310865340581847
IOST,0.003896,5.0,2.9596708878684144,0.19976332050990525,0.13983467113038692,0.5078527222078386,101.0,0.0,0.0,1.0,100.0,,100.0,,47.09002203994581,,35.0,56.0,2.0,-0.23864342820890508,0.010173459347837652,-0.7877799120941466
IOTA,0.1693,7.0,2.9876350439607315,0.19119567663455111,0.10942027374005349,0.2854756327465736,101.0,100.0,10.0,1.0,100.0,,100.0,,49.351398761688614,,378.0,13.0,1.0,-0.18392159627833576,0.03501326138511463,-0.4213510599003455
IOTX,0.01722,7.0,14.24577436800213,0.2503677389280593,0.40407341617591414,0.5217583988087584,100.0,0.0,10.0,1.0,1.0,,1.0,,34.66118726264552,,35.0,27.0,1.0,-0.33729837473349183,0.2291024723943804,-0.5452283087924373
IQ,0.004009,2.0,2.533464292429181,0.15658438451923581,-0.016113891194371257,0.11856769322257463,101.0,0.0,0.0,0.0,100.0,,101.0,oversold,29.808069021843338,,35.0,40.0,2.0,0.33261448136518157,0.45323680054993193,-0.13685568249806934
IRIS,0.00521,1.0,1.105419441049967,-0.4300878760128809,0.032438384759775236,-0.22462001865963796,0.0,0.0,0.0,0.0,10.0,,0.0,oversold,44.49335544749115,,364.0,-1.0,1.0,-0.38117774984901415,-0.4779287552351832,10.665588721890792
JASMY,0.0107,4.0,10.338004221556163,0.15217302486139975,0.015560899881023034,0.27434414345269187,101.0,100.0,0.0,0.0,0.0,,100.0,,38.61523052273067,,35.0,8.0,0.0,-0.3957303965766923,-0.049595575390745036,-0.10218600568295644
JOE,0.1698,5.0,13.001994239671067,0.22319448416272833,0.06914762988150466,0.22381512303948378,101.0,0.0,0.0,0.0,100.0,,101.0,,42.38615785559875,,35.0,31.0,2.0,0.024577407815721635,0.07896798257547033,-0.3316019119987602
JST,0.03113,13.0,0.8016966209900901,0.262166829171973,0.702264505401246,0.6320741649767936,101.0,100.0,11.0,101.0,101.0,,100.0,,41.62254123723533,,252.0,63.0,1.0,-0.4534217183052756,-0.45004829558590304,-0.15777373742741035
JUV,1.105,6.0,1.3936226547323576,0.22650538141874793,0.402641084918712,0.4128577070529741,101.0,0.0,10.0,1.0,100.0,,101.0,,28.643747147528778,,378.0,56.0,1.0,-0.3957671138007201,-0.2834740057286162,-0.22419213677011093
KAVA,0.4337,9.0,0.869787369723023,0.31006432263057077,0.21360584428265292,0.8463435036272003,1.0,100.0,100.0,1.0,100.0,,100.0,,69.24218262207285,,35.0,23.0,1.0,-0.390587615590211,-0.38681525043755804,-0.13166592250440373
KDA,0.4097,5.0,20.709537800056076,0.23910964699046183,0.07221113289275352,0.27102595803410734,100.0,100.0,0.0,0.0,100.0,,100.0,,44.68270892632794,,-1.0,13.0,0.0,0.024783834993312423,0.3224428817902695,-0.23970820731395406
KEY,0.001253,1.0,2.280206799123255,-0.30866516457390963,0.052270750921456555,-0.1385905627067164,0.0,0.0,0.0,0.0,0.0,oversold,0.0,oversold,42.97724700487648,,434.0,129.0,1.0,-0.010311428345470589,-0.6832072301671626,3.4323986588655653
KLAY,0.1255,11.0,0.5051865334457143,0.25076493329739047,0.4674381068064845,0.9619249002514793,111.0,0.0,1.0,11.0,10.0,,10.0,,49.20335440015704,,336.0,194.0,2.0,-1.0,-0.685046948647243,0.2448993202601224
KMD,0.1467,5.0,3.391363326476778,0.17439775667684626,0.010076750263240493,0.26448121550732295,101.0,0.0,0.0,1.0,0.0,,101.0,,35.59339000403065,,35.0,31.0,0.0,0.2153094175412531,-0.3132188673845302,-0.2831292288865974
KNC,0.3375,7.0,2.5612405311417605,0.20412484310428225,0.20030959393527367,0.32832232996855,101.0,0.0,10.0,1.0,100.0,,101.0,,43.42651566252664,,35.0,27.0,2.0,-0.1552634050553402,-0.2635199167682974,-0.3496067056491208
KP3R,16.48,2.0,1.8954556727489715,-0.31467526221893954,0.17511581490595451,0.009426029707014588,10.0,0.0,0.0,0.0,10.0,,10.0,oversold,45.56011115486473,,294.0,201.0,1.0,0.8643737398471922,-0.10024661335788357,1.1241605423441634
KSM,15.84,7.0,5.108374033062411,0.21589044661074194,0.16760914727469775,0.3686003552065917,101.0,100.0,0.0,1.0,100.0,,100.0,,39.61399931800022,,-1.0,31.0,1.0,-0.2882161810817753,0.0034659003154503673,-0.29165234217950203
LAZIO,1.036,8.0,1.6085401770766532,0.23516997347614493,0.2900276607477466,0.525634472263436,101.0,0.0,10.0,1.0,100.0,,101.0,,48.729691033218586,,35.0,30.0,1.0,-0.20327533783818663,-0.10101594211172484,-0.5201773086196346
