tokens,tickers,cours,total_tests,ecart_BB_4d,position_prix_BB_4d,position_prix_BB_4h,position_prix_BB_30m,Tests_MM_4d,Tests_MM_4h,Tests_MM_30m,combo_rsi,Tests_RSI,Surventes_RSI_4d,Surachats RSI 4d,combo_cci,combo_chop,CHOP_4d,CHOP_4h,CHOP_30m,Charged_chop_4d,Charged_chop_4h,Charged_chop_30m,Tests_VOL,VOL_var_1d,VOL_var_7d,VOL_var_14d
santos-fc-fan-token,santos,3.12,4.0,0.10629740831951721,0.4936530640054052,0.6015055526465759,-0.003435895836564838,110.0,10.0,0.0,,10.0,0.0,22.0,10,10,24.197463792575853,48.8949752996819,44.09287962041589,67.28594259802983,1.6604614887154625,74.34548087963452,3.0,0.24659655966828312,0.013722672965404739,-0.00015027894300283966
scallop,sclp,0.162526,11.0,0.05469121090675113,0.2969800751907705,0.9969690989856567,0.9397598405347485,100.0,111.0,111.0,,18.0,6.0,8.0,10,1,66.0796736829116,13.106765791957267,14.371472966495512,6.358778786589859,2.0808685341401727,38.11386882994003,4.0,-0.008230704579398666,0.07152052233420308,0.06603955795961662
secret,scrt,0.385644,6.0,0.11303782022778636,1.0150659218226925,0.3667759250246938,0.09478917162270038,111.0,110.0,0.0,,10.0,0.0,38.0,0,10,33.47288611615713,57.77280451155147,20.911659323204177,63.365552083735054,0.0,2.0115655919673827,1.0,-0.02183398742525778,-0.0007687458819152697,0.028053837636769823
seedify-fund,sfund,1.41,4.0,0.12108143310495773,0.24371535710888578,0.5879256294331892,0.08276528035426758,100.0,110.0,0.0,,10.0,0.0,61.0,10,0,44.15802510929616,26.77984301609518,4.416346223123953,0.0,0.0,5.167709539977032,3.0,-0.009904650413084434,0.02103165659812129,0.1010955759238152
selfkey,key,0.00602809,5.0,0.10139838109759257,0.44465337295104546,0.41382080607376953,0.06259210207537594,110.0,10.0,100.0,,10.0,0.0,14.0,0,0,60.363289492142314,50.9251435575332,23.60935654354478,0.0,0.0,0.0,2.0,-0.0005895788082235923,0.16300471342944228,0.2532668027849693
serum,srm,0.053639,7.0,0.3945618089714067,0.22687864367731495,0.3240294327717398,0.25142222168029854,110.0,110.0,1.0,,12.0,0.0,23.0,10,10,47.63459602915443,69.29515122981394,13.839912484762245,122.5992381018125,110.5011285889481,0.0,1.0,0.005206970963905789,-0.09698705702750524,0.0011088525337596222
sharering,shr,0.00174905,7.0,0.08771548926539753,0.6990276536164509,0.6680218967152567,0.26726520501268874,110.0,110.0,1.0,,12.0,0.0,35.0,0,0,57.22004325424846,50.17095728600176,49.875713904419605,4.943201358996667,0.317287516933348,0.8737076221423408,3.0,0.038714632175979084,0.03195784849933584,-0.3746556971876316
shiba-inu,shib,8.85e-06,6.0,0.12141609061874077,0.3961202501361475,0.8135465405643549,0.2907727140717892,100.0,11.0,100.0,,15.0,0.0,17.0,10,0,54.69084633661661,38.78686454657458,35.52812836104457,0.0,0.0,60.54130432696928,3.0,0.006656556803416611,0.44072070436302635,0.26272012782597276
siacoin,sc,0.00436169,15.0,0.08697284206703297,1.006579795622051,1.0007085258950135,0.8080577313947592,111.0,111.0,111.0,vente,128.0,0.0,24.0,0,1,45.56232719570222,27.065320756637934,35.221516085399074,61.88553835526989,30.041631908405627,0.0,2.0,0.007185102537165143,0.9046366001604242,0.6107644843260466
singularitydao,sdao,0.6372,3.0,0.07145541562302597,0.2939133018923832,0.2566204144940766,0.07015256534608415,100.0,10.0,0.0,,10.0,0.0,36.0,10,0,58.92408998804216,45.998621662447,37.45361209965491,8.670601086152402,8.700601641098103,0.0,2.0,-0.03335543483651009,-0.004459607053656413,-0.11543158732082144
singularitynet,agix,0.256786,5.0,0.09322449055180348,0.5747314570888128,0.6599063878176243,0.09118129814957437,110.0,10.0,100.0,,10.0,0.0,15.0,10,0,49.97406717306244,32.27248989894533,21.603467444452797,0.0,0.0,0.0,3.0,0.2887997620580187,0.11981272592129345,0.2085325536969467
skale,skl,0.03072209,8.0,0.08533896201169795,0.5513393227979918,0.89189023120895,0.16526223883360364,110.0,111.0,100.0,,15.0,0.0,24.0,10,1,61.35240827579092,21.84678301418157,40.898111731817174,10.195441688431735,4.444182865898,0.0,3.0,-0.010070658448538949,0.025978007928383944,0.14600498089389258
smooth-love-potion,slp,0.00242054,8.0,0.07655757446618777,0.35094927042915464,0.6110771620837122,-0.001878973394423565,101.0,11.0,100.0,,25.0,0.0,2.0,10,0,57.108938643008834,46.26191621969021,40.51178649656311,49.907216083292994,0.0,19.781654005766853,2.0,0.004396024911977437,0.08114265636524758,-0.015254695164247873
solana,sol,54.67,5.0,0.16110981934443971,0.20974085636352752,0.7756994055622682,0.017189248665401814,100.0,110.0,100.0,,10.0,0.0,42.0,10,1,45.56614421297584,28.85001741627586,33.46728786088634,8.344686658690947,5.89579770426306,27.217057527716292,4.0,0.010149677364979948,-0.019321500882107726,0.11968162324384911
solve-care,solve,0.02284208,5.0,0.05141263670747876,0.7086950009732034,0.4789735784821609,0.02679825023069368,110.0,10.0,0.0,,110.0,0.0,10.0,0,10,53.722668274009116,58.38492720004818,57.81307704094188,201.3821805891132,138.392598160557,331.64207046696754,1.0,-0.0021682441751567014,-0.0032443596110365964,-0.16758090632743708
sonm,snm,0.00270031,10.0,0.07961499797878224,0.5919073585821429,0.6157428305442415,0.7914174486212766,110.0,101.0,11.0,,108.0,2.0,0.0,11,10,66.6047579098359,94.22878410152072,76.04706245904839,600.3020144152399,574.4952139861014,195.68000863708392,1.0,-0.3411168895523681,-0.05531093104781479,0.24822251635001363
space-id,id,0.286956,8.0,0.16161621371426527,0.7486356747406775,0.5839916762027229,0.10758387364773773,111.0,110.0,0.0,,120.0,0.0,4.0,0,0,54.232654594566014,34.75237374250624,23.127404757588177,36.17694829482009,0.0,0.0,2.0,0.44822885299486603,-0.14055733535424256,-0.1396237832180767
spell-token,spell,0.00054523,3.0,0.057506290744360006,0.30651430715451816,0.4268824786941914,0.14169293350330364,100.0,0.0,100.0,,10.0,0.0,6.0,10,0,55.60533174729174,53.53192181611891,21.885117188692558,1.6772092357950044,0.0,6.038624685382523,2.0,-0.013913851978882341,0.07429848579557043,0.18140376955285065
sperax,spa,0.00478841,5.0,0.25803690538892887,0.32455994457792403,0.7156729326612163,0.025699070486663072,100.0,110.0,100.0,,10.0,0.0,36.0,10,10,28.735704339032416,33.4123831461919,32.90580791150423,0.0,0.0,1.1282976486921967,3.0,0.007381756912133124,0.012151915412393254,0.19405756125937132
ssv-network,ssv,19.66,8.0,0.08522961610244882,0.6550077592910428,0.27757661230760844,0.2288487423389079,111.0,110.0,0.0,,22.0,0.0,30.0,0,10,52.28271785704176,53.021772373783634,34.27691710891263,1.5103898627355292,1.4314270802565687,0.0,3.0,0.0006439772360340978,0.18671836190434563,0.29321425956643166
stacktical,dsla,0.00103694,3.0,0.12559396719479485,0.11276629812341034,0.4211134535457759,-0.0016792710778456262,100.0,10.0,0.0,,10.0,0.0,21.0,10,1,41.6909968779482,33.2954232533539,37.52863009931568,0.0,0.0,0.0,3.0,0.003541535381566553,0.004645705170548512,0.1421303702558037
stader,sd,0.814251,6.0,0.08424020378669364,0.46092165202038754,0.1868844038970999,0.5981565087917984,110.0,100.0,1.0,,3.0,0.0,48.0,1,1,53.69407014160232,38.42388156453484,48.377846155816435,0.007575430136064654,0.17089297177805207,146.24629644862455,2.0,-0.0005254156027654312,0.045078182677686346,0.04273027466432066
stafi,fis,0.345243,7.0,0.06609637278935857,0.6868812722803318,0.3407554940150128,0.13376597317007985,111.0,110.0,0.0,,20.0,0.0,20.0,0,0,71.41175792146969,47.39506681001135,20.168933175242177,32.19198938369016,36.138067110465386,109.57682667883255,2.0,-0.0008022725526371066,-0.07086683527085487,-0.05525139565061853
stargate-finance,stg,0.591186,5.0,0.09177947884830846,0.4891483360596496,0.5513752340578641,0.14679484370431264,110.0,10.0,100.0,,10.0,0.0,26.0,10,0,60.04277469450762,38.689774498500114,29.406878365393034,0.0,0.0,0.0,3.0,0.01097492344173051,-0.04279536181182742,-0.03840230555220403
status,snt,0.04785712,5.0,0.11561987011792971,0.918647991859609,0.27382273014842934,0.17212204480096416,11.0,0.0,0.0,,112.0,0.0,19.0,0,10,45.06702498004657,59.41497001380228,38.063001902132626,55.74132685104011,51.80035534129091,44.992541324623616,1.0,0.026030220381011635,0.03318611333213465,-0.15301157027475676
steem,steem,0.287718,7.0,0.18027645393363367,0.6556702121220064,0.3126868974896923,0.15130785311652437,101.0,10.0,0.0,,122.0,0.0,24.0,0,0,62.82844832020956,58.040937806456874,40.41271273233731,4.967793444333125,7.623731675666683,19.634690132240607,0.0,-0.004693315131138457,0.0011640983149682313,-0.28431549334664075
stellar,xlm,0.122876,5.0,0.03972695258772342,0.20477671948375856,0.6781460469492082,-0.00018760162973357434,0.0,11.0,100.0,,15.0,0.0,14.0,10,0,63.88385712945865,48.8464765063933,30.684922774042924,8.266544157265855,5.887925490715858,61.42674441629821,2.0,0.020429016175373967,0.08857891150316798,0.033093849551758
step-app-fitfi,fitfi,0.00476083,8.0,0.0893136964434586,0.1978652583783584,1.0846825081986462,0.8784019087202316,0.0,11.0,111.0,,16.0,11.0,7.0,10,0,69.82092183678995,7.562754730381207,1.862688282997579,114.62362022567326,106.74577065909146,0.0,3.0,0.001461237635110334,0.2992757964362661,0.10394053578668375
stepn,gmt,0.238303,7.0,0.12405944615536922,0.5539517551201147,0.5519194634058316,0.36608602072374585,110.0,110.0,1.0,,12.0,0.0,21.0,0,10,53.792345254746905,54.5272847488687,49.54570294213214,0.0,0.0,0.0,2.0,-0.00437918464968243,-0.1732217222281921,-0.17453481461260656
storj,storj,0.71442,3.0,0.15613923482302844,0.16185351971996623,0.2338311162839214,0.21677454477091018,100.0,0.0,1.0,,2.0,0.0,24.0,11,10,50.442729771046366,55.622578191550005,33.316302207927684,112.52018352396959,8.839830041311416,0.0,1.0,0.02340827548417434,-0.0016460688420599993,-0.020695542708180015
storm,stmx,0.00918654,6.0,0.12502181815713265,0.4099782661884715,0.3724291638730244,0.2964995923323159,110.0,10.0,1.0,,12.0,0.0,20.0,0,10,42.16366437397838,51.36839210849455,42.38098420193323,0.09922689664522011,0.0,37.7693496141834,1.0,-0.5475187043873638,0.04628952353367228,0.09819616672365067
stp-network,stpt,0.068177,8.0,0.0512049473831626,0.14494932235974453,0.8544256535648803,0.42056263111692677,100.0,11.0,101.0,,17.0,0.0,7.0,10,0,57.99172928774922,46.223315227709584,41.65992210029917,120.02585646237995,27.924149654243386,0.0,2.0,-0.002985127933893201,0.25798273144603556,0.03982647277614923
stratis,strax,0.92169,6.0,0.07279661051232388,0.366802920633407,0.5685701510877029,0.15092508839880667,110.0,110.0,0.0,,12.0,0.0,4.0,10,1,54.2173916271371,30.32711896640638,34.1976508125939,94.93550257450828,0.5474264305719672,43.49294819147524,2.0,0.07415339923464936,-0.16533181301766467,-0.6048766797048893
streamr,data,0.02884172,4.0,0.0709606409847389,0.34565504565701904,0.554181550470602,0.1700952494813742,110.0,10.0,0.0,,10.0,0.0,4.0,10,10,52.64120930435672,56.890947029906776,47.49387546967498,58.1522172429224,68.2324540311464,6.136072101821952,3.0,0.00931089840313396,0.4058960367747817,0.6864527434653211
strike,strk,14.78,9.0,0.06380059327100981,0.5952146708197433,0.8097927758697201,0.042111246198400454,101.0,11.0,100.0,,125.0,0.0,26.0,10,0,59.06343201788061,55.53871775920548,55.16030164959122,107.04080923332624,175.52354284964488,4.926994061237757,1.0,0.0028203845955445794,0.06855523621978808,-0.42921104134649035
sui,sui,0.63581,7.0,0.16332112604204496,0.8122060510407164,0.493092036370361,0.057007430707030515,111.0,110.0,0.0,,110.0,0.0,29.0,0,10,47.271753281266065,52.85205586215575,19.91790184724635,0.0,0.0,7.574525038497114,3.0,0.004044544081962834,0.09804265511330718,0.14710119600684868
suku,suku,0.04118522,7.0,0.17624221285499053,0.6263814823765534,0.6736469538865245,-0.00018951117303224658,111.0,110.0,100.0,,10.0,0.0,16.0,10,10,37.54184180798017,66.59721120968852,20.865305753887924,5.939489727907613,29.823428334187085,0.0,1.0,0.042974259840274816,-0.19262174397265658,-0.03618889062270343
sun-token,sun,0.00632928,4.0,0.030807303628368934,0.08800443785698067,0.4539108384170211,0.13856603020070626,0.0,1.0,100.0,,15.0,1.0,11.0,10,0,63.134007428786326,51.73037490110606,48.41342798581392,52.69312133562116,49.89557370199684,17.352558799851877,1.0,-0.006870122769695325,-0.4611998111350938,-0.22587016739419155
superfarm,super,0.114539,6.0,0.42778794216057436,0.4934043833742987,0.7384454572152713,0.21344411504604346,110.0,110.0,100.0,,10.0,0.0,41.0,10,1,37.01149674043347,36.91672710357309,37.31223341746099,0.0,0.0,0.0,1.0,0.011049676694431729,-0.14068717936784908,0.09927771217554873
superrare,rare,0.069152,4.0,0.11151548958048828,0.3635087281817269,0.4487028519795104,0.10863423720160241,100.0,10.0,100.0,,10.0,0.0,24.0,10,10,39.50877546859026,47.15979387540544,32.51778393299583,0.0,0.0,0.0,1.0,-0.008341945660747772,-0.22679097669853748,-0.20850323342674273
sushi,sushi,1.016,8.0,0.11949945345213277,0.5520339015912985,0.6808904076306951,0.5499359258448308,110.0,10.0,101.0,,112.0,0.0,17.0,10,1,45.73934821864879,38.74709034870756,42.766739001520435,21.600887200211844,0.3221195116977711,0.0,3.0,0.1466327870750124,0.05583053427869633,0.1671930724601206
swash,swash,0.01099298,3.0,0.06977385466257438,0.006990586989437809,0.5161437012677352,-0.0006519761521997711,100.0,10.0,0.0,,10.0,0.0,26.0,10,0,38.06803076497044,38.06726947359499,35.86239293946491,158.2194966578826,86.084938989956,162.81745925884394,3.0,-0.011658178786122386,-0.0392956442664177,-0.0028659443887271035
sweatcoin,sweat,0.01007805,4.0,0.07825700908312712,0.510700593584882,0.5228607280801738,0.1522012166158635,110.0,110.0,0.0,,0.0,1.0,21.0,10,10,47.1064102128652,55.447427921026616,38.06850070114039,38.89464856654778,5.893463481795727,13.565362422030397,2.0,0.005173398462608527,0.03230876115565405,0.005131182667454698
swftcoin,swftc,0.00123943,8.0,0.1509948514283071,0.9248928336293222,0.5858258371683713,-0.000730905469483419,111.0,110.0,100.0,,110.0,0.0,26.0,0,10,26.55459601107757,38.8474698010884,22.524418885050327,13.827936292381011,0.0,0.0,2.0,-0.0021302816609337187,-0.011741427588884608,0.013700378090858875
swipe,sxp,0.380891,7.0,0.061353914432108525,0.7719224592699064,0.6010414445649594,0.08805482425557633,111.0,10.0,100.0,,110.0,0.0,27.0,0,0,54.182205590594535,37.678431782947804,27.472381908657244,14.64922838259379,14.091750287667708,107.17644302389112,2.0,-0.11901349009414955,0.05594546825944066,0.12868798266349288
sylo,sylo,0.00160404,8.0,0.4030727314407296,0.7609089196416565,0.5470307596045388,0.33048117038430314,111.0,101.0,100.0,,15.0,0.0,44.0,0,10,16.521773469944694,76.37976828721608,53.51971692666855,0.0,48.76566188580706,2.459128531192235,1.0,-0.0046188161683630175,-0.2715805863270176,-0.15937376200969142
synapse-2,syn,0.446936,6.0,0.178071347181702,0.5090768332603647,0.5574923620111656,0.09969395343172227,110.0,110.0,100.0,,10.0,0.0,27.0,10,10,25.219166258775925,37.53976307363378,12.96574487103145,0.0,0.0,78.48767429736145,3.0,-0.005783629273933975,-0.009959468603162987,0.03760520431000434
syscoin,sys,0.105384,5.0,0.054224828806373464,0.15841304880316587,0.48093625604905227,0.2253251503077386,110.0,10.0,100.0,,10.0,0.0,14.0,10,0,59.09187893946566,53.55044938652558,26.533123833361465,24.010109622600993,3.1298549128079856,69.34662918323689,2.0,0.006146392416957522,0.15675724384272927,0.08674282421238515
telcoin,tel,0.00227603,4.0,0.2498251772336803,-0.021847839647732837,0.7340001919839823,0.021415531404847393,100.0,10.0,100.0,,10.0,0.0,60.0,10,10,18.84449372774628,23.9697351894672,15.899089509695003,0.0,0.0,0.0,2.0,-0.004065231656720067,-0.044389290325680175,-0.11503595294552281
tellor,trb,84.07,6.0,0.15362505686375283,0.22181001406963333,0.6608940201302327,0.4967364032048561,0.0,10.0,1.0,,122.0,18.0,21.0,10,1,55.34448793690881,43.38908940179448,44.98223406403656,45.040067416139905,47.284750118156836,34.89577015978712,1.0,-0.0284904761613153,-0.2089801755105348,-0.21751198651737266
telos,tlos,0.084587,11.0,0.14157482246455252,0.5618724828038563,1.0349796586313558,0.72211821608444,111.0,111.0,110.0,,16.0,0.0,33.0,10,0,28.830400750675647,11.34883662860514,8.275856907279348,190.30241626385936,242.17082150879338,0.0,4.0,8.276440226011833e-05,0.5644582681478733,0.341674951526021
tenet-1b000f7b-59cb-4e06-89ce-d62b32d362b9,tenet,0.089668,2.0,0.3121543552721462,0.12454022856793735,0.5225442776618148,-0.001588539858502714,0.0,10.0,0.0,,10.0,0.0,25.0,10,0,44.07630873762307,31.87521114452825,16.548620024306356,32.77131768044657,0.0,0.0,0.0,0.0006680490410897349,-0.12245904987954326,-0.250667491035441
terra-luna,lunc,8.231e-05,5.0,0.17654204212917896,0.3317926522363117,0.5795177363535826,0.08932106878603856,100.0,110.0,100.0,,10.0,0.0,22.0,10,0,63.66070936277637,53.19444218368588,27.99306980818294,8.548020616396322,8.632561967949684,0.0,2.0,-0.004802600125002338,0.06379382144094703,0.03992882001921664
terra-luna-2,luna,0.76055,7.0,0.2617228654119879,0.4569766452797466,0.3963035695340597,0.1466643264019519,110.0,110.0,100.0,,12.0,0.0,26.0,0,10,49.062354467800375,58.6472105094484,22.855910935126335,2.8030949699444676,17.458053168966146,0.0,1.0,-0.12253224933108549,-0.060583953601001536,0.0034724279911443204
terrausd,ustc,0.01393891,6.0,0.2176113355442616,0.3308499435755565,0.5887649704038941,0.2433987930294927,100.0,110.0,1.0,,12.0,1.0,13.0,10,0,62.955000467302945,44.68679046246911,33.07821646716109,36.156665093490844,5.429132020957248,71.0596755879883,1.0,-0.007437542886711441,-0.0036265359231520797,-0.0026054965759883275
tezos,xtz,0.91458,4.0,0.07984308612565713,0.5297425215225655,0.3644368933864487,0.22084833856225616,110.0,0.0,0.0,,12.0,0.0,44.0,0,0,59.77332022464516,48.288166893483336,25.6950078204214,4.407308396823652,0.0,38.97106599268123,2.0,-0.012188544664754952,0.10886549327725825,0.067261411487832
the-graph,grt,0.130531,3.0,0.09360642874750187,0.16532673903342712,0.7336406658314221,0.16734930213138893,0.0,10.0,100.0,,10.0,0.0,22.0,10,0,48.81842409839828,34.12875010861932,32.26081906274502,0.0,0.0,4.780514635505789,3.0,0.013539302313748117,0.0996527687280575,0.15041344406151877
the-open-network,ton,2.4,5.0,0.06623901071578353,0.3296656248081467,0.5419590679148328,0.17587065901515148,10.0,10.0,100.0,,110.0,0.0,33.0,10,0,54.784706516846406,34.92639524359127,25.13156854078418,69.84513488911172,3.0527977067537932,0.0,2.0,-0.16712638999580848,0.06483592331909806,0.015343738307151097
the-sandbox,sand,0.457155,9.0,0.1614276158144094,0.7936308752516795,0.48047603502337755,0.04856266874768949,111.0,110.0,100.0,,120.0,0.0,31.0,0,0,54.77575565542355,53.99895674908085,31.568333131984378,0.40831135365101545,0.0,31.67706388657055,1.0,-0.02914524460548334,0.038662871962600584,0.10542434457045322
the-virtua-kolect,tvk,0.04731035,7.0,0.2610640747536643,0.7210141099372345,0.41423832870237665,0.31701651298552136,110.0,110.0,1.0,,12.0,0.0,52.0,0,10,38.03772137273029,53.15052214078694,28.085029230092946,0.0,0.0,57.44262293309819,2.0,-0.05838067431168355,0.036006146218737,-0.08424031816855745
theta-fuel,tfuel,0.04625671,6.0,0.05581750726364879,0.1469531856627949,0.6486159836709122,0.2025049488086876,100.0,11.0,0.0,,17.0,0.0,29.0,10,0,55.736433366033964,48.34634632028132,46.84691970169979,0.0,0.0,46.57461098037781,0.0,-0.020166253765077472,0.026885224529175987,-0.08171254130043525
theta-token,theta,0.949356,4.0,0.12420152956630798,0.07095289201054511,0.5956281140482166,0.15598667721437745,100.0,10.0,0.0,,12.0,0.0,57.0,10,10,32.788601052701374,48.974117651563326,33.111145960857,24.238989976573407,0.0,77.80088674127151,3.0,-0.00985997206337601,0.016464999902448957,0.03667250442399784
thorchain,rune,4.91,10.0,0.4667088871179097,0.5809884215958346,0.9064428268112811,0.6612884670634156,110.0,111.0,111.0,vente,15.0,0.0,54.0,10,1,33.92561326734419,15.0415686220015,66.72213528578203,6.758651737547623,0.0,10.196466835376583,4.0,0.0004982465311622057,-0.021665723109335153,0.2384305889346697
thunder-token,tt,0.00539436,7.0,0.09838052391849013,0.8365017378175205,0.33393470450598134,0.2840842350465561,111.0,100.0,100.0,,110.0,0.0,19.0,0,10,51.160901763535875,54.47689843898207,52.88061725604851,30.248122050629647,47.566382222878744,65.71276386833193,1.0,0.002404348671192924,1.051939739580826,-0.1382747118089768
titanswap,titan,0.0183347,5.0,0.2099885318961874,0.4514767946789334,-0.011907100600889365,0.4187500708080227,110.0,0.0,1.0,,3.0,0.0,15.0,1,11,38.703454077924434,40.859977943420326,41.359927898544875,154.46160404650095,388.76775752188644,0.0,3.0,0.005117691565094046,0.04311025063904965,0.21134805650774624
tokocrypto,tko,0.269564,7.0,0.18651234149704013,0.5626500188344641,0.4922860791628644,0.26470758050702353,110.0,110.0,1.0,,12.0,0.0,28.0,0,10,29.587737709372618,49.98821032468075,30.764127007515302,0.0,0.0,0.0,0.0,-0.009482821740687515,0.039851575393429456,-0.14099724606094244
tomochain,tomo,1.19,7.0,0.08321053848382814,0.752178440621601,0.24265749367251457,0.4369292607942977,11.0,100.0,10.0,,111.0,25.0,0.0,1,1,49.46517848342514,45.91260937120336,83.56458575634481,177.38540360562035,46.16440705978232,101.22514290932091,2.0,-0.1280518947720052,0.5730306221102667,1.9301935650384985
tranchess,chess,0.162484,5.0,0.10328057702034463,0.42490030679189045,0.6282091651276185,0.09473648381030421,110.0,110.0,0.0,,10.0,0.0,31.0,10,0,48.93375873441778,40.469041989964516,39.42260472814798,0.0,0.0,75.29848047372118,1.0,-0.13527244090580098,-0.044745586798124265,0.30751815355042034
trias-token,trias,3.97,2.0,0.0783927529203105,0.12681215726578227,0.3964727451005288,-0.0011719031646243746,0.0,10.0,0.0,,10.0,0.0,31.0,10,0,56.35449425939705,39.327900304737085,9.34681959108633,17.05638804834743,17.159990130771973,42.26318646799021,2.0,0.0022323280003029686,-0.05399613584509838,0.026983162613266488
tribe-2,tribe,0.309693,8.0,0.05607278011379155,0.7807904284253816,0.5839163917967048,0.22297906356355124,111.0,110.0,0.0,,22.0,0.0,14.0,0,1,61.32628321131839,23.253471434593635,56.283749799275064,31.302921042809842,26.609379205522735,0.0,3.0,0.0007867565904075783,0.01645308635617333,0.008741571345205104
tron,trx,0.109707,5.0,0.05745328821850061,0.7720485038119659,0.33394221933011026,0.06360561141844857,111.0,100.0,100.0,,0.0,0.0,33.0,0,0,47.8484356125431,40.91472233129,39.77942865687322,0.0,0.0,110.62736310564497,1.0,-0.015021130184846557,-0.0036208486284359212,0.01662225848441932
troy,troy,0.00280954,6.0,0.04880054671428954,0.6477436289333591,0.37284584964537654,0.17577421270924456,110.0,110.0,0.0,,12.0,0.0,20.0,0,0,50.32243373493069,42.2842112343275,21.473605870931017,0.0,0.0,26.005959911166556,1.0,-0.010892497770486549,-0.3097050173031547,-0.132211351731144
truefi,tru,0.04971414,8.0,0.10674786480950998,0.6704711867083186,0.7052132339031038,0.1847857097176319,111.0,111.0,100.0,,10.0,0.0,34.0,10,0,64.5659796337414,34.377638075004505,25.726367222949353,2.7659796337414093,0.042277037106146054,0.0,3.0,0.004402561413482286,0.09930587940432718,0.47952909590370135
trust-wallet-token,twt,1.28,7.0,0.08588211655977766,0.004053362506717378,0.6243769502190736,0.36952242423923737,0.0,11.0,101.0,,17.0,0.0,35.0,10,0,54.40542657860077,43.73410295652783,36.317221074628634,156.0951805284194,159.9114052633388,29.602806126996967,1.0,-0.07848223395094481,0.2305686441068708,0.256748652800592
ultra,uos,0.193294,8.0,0.27354288711991187,0.2342041379352178,0.8348084338620454,0.0010658038275496873,101.0,11.0,100.0,,25.0,0.0,34.0,10,10,16.502072638604634,39.27311416798807,31.873186673021912,0.0,0.0,238.0423251649964,2.0,0.022798247496673696,-0.012147075482778156,0.07204002312842571
uma,uma,1.87,6.0,0.0750341987448806,0.5631381567464792,0.46020639153403226,0.11318249445490561,111.0,110.0,0.0,,10.0,0.0,31.0,0,0,57.64211449231162,44.78042361008859,18.266767824242624,0.0,0.0,18.374390653536736,2.0,-0.0074591515852662806,-0.02263171722323783,-0.21029906798750883
unifi-protocol-dao,unfi,9.0,4.0,0.08133334255346408,0.23342132080629058,0.3854045423628704,0.16799759148510587,0.0,10.0,0.0,,22.0,2.0,8.0,10,0,66.34822418309427,50.18128630840318,27.36840825680637,37.94425749181263,33.972463190496406,0.0,1.0,0.00474047444608751,-0.0016033511108309462,-0.026975638485483476
uniswap,uni,5.48,9.0,0.06396417757812302,0.7420510833707328,0.74648343337498,0.09292382878098902,111.0,11.0,100.0,,25.0,0.0,42.0,0,1,67.79902106614382,35.74211360842195,39.235398988102595,31.653593870209185,21.090530681450787,9.169403798584021,3.0,-0.008162764190273925,0.12042304793318444,0.16615870859545379
unizen,zcx,0.082325,8.0,0.408894830551636,0.8296269606306951,0.5156780689102363,0.1727590508340537,111.0,110.0,100.0,,12.0,1.0,27.0,0,10,30.21038738996847,53.219027499732924,14.314825672300524,7.188784894342817,2.050338023640606,0.14152636527278872,3.0,-0.08069631937903732,0.020453522222289085,0.08812143132944028
unlend-finance,uft,0.312108,8.0,0.0996386314025217,0.6830409884752864,0.9180519608583909,0.45582888037232294,10.0,11.0,110.0,,115.0,0.0,15.0,10,0,55.9900547456564,40.86627101576938,32.58906075866054,100.64716943596756,21.879447411253366,60.63089810034572,3.0,0.0035793013485582894,0.41949177405009974,0.4549440062145186
unmarshal,marsh,0.086833,5.0,0.11261673840202963,0.0782306262071006,0.5322022070018163,0.4276417596342452,100.0,10.0,1.0,,12.0,11.0,18.0,10,11,26.784230712507956,50.60899565565087,58.66143392525162,0.0,0.0,23.21104320691707,3.0,-0.007888883327004463,0.04565972072887876,0.06957638364060825
utrust,utk,0.074494,10.0,0.07255810871412255,1.009025682368528,0.4795658922454135,0.2923276780178899,111.0,110.0,101.0,,112.0,0.0,22.0,0,10,41.24619320005367,52.939036079198985,39.48490912500904,11.27090436283342,22.901152523615757,0.0,2.0,-0.007999599263932103,0.030214717092750074,0.07569113598583359
vaiot,vai,0.127341,8.0,0.17603649162776894,1.010172011235194,0.6427552766214589,0.07092377165037474,111.0,110.0,100.0,,20.0,0.0,25.0,0,10,41.96458234056199,51.29481668447589,30.106634987590738,2.075005613999231,0.7487440652438053,0.0,0.0,-0.004346323903941688,-0.00021636210497337724,-0.031441928306215436
vechain,vet,0.02202214,4.0,0.04852149736912498,0.20853253273030753,0.49764404135281337,0.12031797063589827,100.0,10.0,0.0,,12.0,0.0,30.0,10,0,60.33279686472084,46.6577972546538,27.80119740856083,4.60228281900779,4.3490793963798495,0.011463184321414133,3.0,-0.0007592357976170892,0.11232797522904799,0.13646645435224433
vectorspace,vxv,0.485479,7.0,0.10378129965095537,0.27166384325404436,0.7117113071690997,0.21485801057128837,1.0,11.0,100.0,,25.0,0.0,10.0,10,0,56.68263794671698,36.007236908303284,35.33726017523404,73.68637103844836,69.84280392419677,0.0,1.0,-0.04105621888265198,-0.1540204401400624,0.11207966085247366
veed,veed,0.00331691,5.0,0.22500086935242924,0.6713963076941141,0.40291909848740637,0.19399814242970573,111.0,100.0,0.0,,10.0,6.0,7.0,0,10,37.59248698243101,62.92511371053864,37.44250050717707,28.981988931917,10.544666845054131,21.63370222037848,0.0,-0.015051869368166531,-0.7563323360510691,-0.6197641576461623
